Group,Age,Gender,Frequency_of_Trips,Income
A,35,0,7,3576.0111514226883
A,21,0,3,2736.0925951010213
A,18,1,6,3412.5581798813337
A,67,1,8,3336.7720811544086
A,18,0,3,2352.5975896088175
A,43,0,4,3756.492655706343
A,62,0,6,3653.4302579897667
A,37,1,5,2358.141380481136
A,69,0,7,3100.143220730897
A,40,1,10,2884.460131543528
A,27,1,6,3709.153734962969
A,28,1,8,2294.693996940695
A,58,1,3,4801.207512105265
A,58,0,5,2912.7579153140628
A,22,1,2,3369.2225830905954
A,18,1,6,3693.7491660014016
A,34,0,6,2902.000328414928
A,39,1,1,2942.529057202361
A,51,1,5,2748.584553090686
A,62,1,2,2557.2671869344413
A,58,0,4,3135.9295738963606
A,46,1,3,2932.3666599125227
A,21,1,7,2745.312900837252
A,22,0,4,2774.518025983149
A,28,0,6,3288.1167269465714
A,68,1,9,2601.218235324728
A,38,1,4,2876.5176158038853
A,52,0,4,3449.3336958945533
A,29,1,4,3123.6127350346496
A,43,0,4,2475.2203668206953
A,68,1,5,2988.064465626515
A,36,0,9,3218.5108105714844
A,62,1,3,3494.636095618121
A,24,0,6,2622.31066662755
A,64,0,4,2720.735138649433
A,24,0,6,2652.420005639902
A,43,0,3,2677.2399003041055
A,57,0,8,3202.5023578485575
A,22,1,5,3297.2445649418246
A,38,1,7,3525.4517464415417
A,31,0,4,2954.4125454621158
A,21,1,4,2297.3385226102628
A,40,1,2,3334.7350822287317
A,59,1,7,3079.571839203792
A,37,1,5,3029.9847396580017
A,32,1,6,2358.298255844389
A,67,1,8,2902.0820681973296
A,69,0,7,2403.1726069371407
A,62,1,4,3240.9824942228797
A,46,1,4,2785.05298564808
A,25,1,3,2740.232801817721
A,58,0,6,2231.422258455484
A,65,1,9,3513.5479348420213
A,36,1,4,2870.717684385322
A,65,1,8,3043.4903851688787
A,56,0,4,2632.2549546537225
A,63,1,5,2174.712470016673
A,45,0,1,2734.187205911373
A,63,1,3,2814.229331113643
A,44,0,5,3146.380010457421
A,21,0,1,2822.483794555434
A,32,0,6,2640.8255701513604
A,52,1,5,2248.330301428833
A,54,0,6,3024.226747711374
A,18,0,5,2601.7199031145665
A,20,0,4,3660.403266882849
A,64,0,4,3075.073330669051
A,41,1,3,3281.0514200164953
A,44,1,5,2875.6056668554143
A,57,1,5,3100.6401448839556
A,53,1,3,2554.6423421148734
A,51,0,5,2410.890587165197
A,46,1,6,3007.5655386742783
A,41,0,8,3285.195827600538
A,41,1,7,2027.0941149692112
A,59,1,4,2750.4482545979795
A,21,1,4,3921.061053944196
A,20,0,1,3239.6137758349773
A,51,1,4,3768.823016845249
A,66,1,4,2682.9775241057077
A,40,1,7,2771.04711750278
A,69,0,4,3483.366660172254
A,40,1,6,3311.760177689163
A,62,1,4,2952.8077119701575
A,22,0,5,2368.7420953657474
A,48,0,3,3578.4259811134552
A,58,1,3,4255.114073763856
A,23,1,4,2214.0669058516232
A,54,1,8,3701.809574874719
A,27,0,6,2765.8494286713144
A,57,0,5,2833.265674480925
A,24,0,7,3134.819743769167
A,56,1,8,2397.238360430001
A,55,0,4,2981.4307775278075
A,38,1,7,2194.373186098915
A,37,0,4,3238.0412448891025
A,20,0,6,4116.8610189815845
A,68,0,4,2680.2342554181687
A,39,1,6,2915.628330854144
A,64,1,3,2940.260911963626
A,21,1,2,3493.234296995501
A,45,1,4,3202.7861845259004
A,29,0,7,3460.173005175964
A,55,1,6,2746.8823323988136
A,68,0,10,3216.7845024098983
A,53,1,5,1316.097133532071
A,64,1,5,3333.7312859945146
A,58,0,6,2391.1036456023685
A,22,0,6,2836.2030592500373
A,30,1,2,3372.6255543221023
A,40,1,3,2231.955083690046
A,67,0,5,3544.716399111013
A,47,0,4,2937.8475943556377
A,54,0,10,3726.557743143619
A,42,0,4,2548.5779204821065
A,65,0,6,2093.606137826526
A,44,1,5,2985.526642330981
A,68,1,9,3293.5380339236212
A,31,1,5,3335.4684694051107
A,65,1,10,2432.255932036382
A,64,0,8,2187.6834649400444
A,53,0,6,2843.838013049218
A,56,0,6,3258.2219952377955
A,33,1,4,3232.8933910531605
A,39,0,5,3786.063168236072
A,38,0,2,2813.2723992912915
A,38,1,3,2077.5517808876557
A,25,1,7,3598.3332191421177
A,66,1,4,3097.597657055377
A,33,0,6,3141.0939552504556
A,48,0,4,3383.545196053292
A,59,1,4,3631.8217951843308
A,27,1,4,2988.4900079248987
A,49,0,7,3588.2758166640347
A,51,1,5,3276.0681320708923
A,26,0,5,2672.2088043460003
A,34,1,7,2883.3807639157444
A,28,1,2,3308.3720116992527
A,49,1,6,2645.5876178780522
A,27,0,6,3443.229551068226
A,39,0,5,3079.0917504236036
A,34,1,5,3190.809119549909
A,21,0,4,3720.2526617750764
A,65,1,4,3178.283438788099
A,69,1,6,3035.7059269576566
A,64,0,5,2958.7057684459387
A,42,0,2,2932.671520109629
A,38,0,2,3156.1496821018036
A,54,0,3,3681.6614920582074
A,55,1,4,2694.1118698329155
A,66,0,5,2656.2714306645184
A,18,0,6,3642.519947599015
A,42,1,9,2716.926530070723
A,68,1,3,3108.047433176352
A,53,1,5,2704.101267592067
A,34,1,3,2160.2577708217705
A,58,0,4,3099.112596645981
A,41,0,3,3557.5839470130254
A,19,1,9,2968.9725741036377
A,57,1,6,2259.170718371886
A,32,0,1,3054.535291525208
A,49,0,5,2622.024305677304
A,56,0,6,1690.2474583771193
A,23,0,6,2959.5581391382298
A,18,0,4,3258.8420969440162
A,64,1,4,3588.8527390659583
A,40,1,3,3878.4273699810706
A,56,1,2,3325.4678386932546
A,34,1,3,3466.783704302797
A,51,0,4,2357.7172749609667
A,58,1,5,3810.912900773127
A,46,0,5,3633.6800907857755
A,26,0,2,2816.442257516738
A,30,0,2,3340.8300626439213
A,23,0,4,3290.534091724305
A,23,0,5,3735.106755275197
A,37,0,6,2924.446113920058
A,69,0,6,2626.883681149994
A,20,1,6,2755.0008151693282
A,34,0,4,3448.3979916819335
A,66,1,9,2040.0647949288327
A,29,1,2,1501.4632803782486
A,65,0,5,3447.1245034839894
A,64,0,8,3137.4027320776495
A,62,1,6,3009.2316681515886
A,18,1,3,2347.2266860057716
A,34,1,5,2145.0551177023563
A,20,1,5,2682.735458250907
A,43,0,6,3180.847549684841
A,32,0,9,2707.1221436163974
A,53,0,8,3450.0501001210114
A,49,1,1,2522.970328989854
A,49,0,7,2740.327463420208
A,21,1,4,3351.6005273421847
A,35,0,3,2811.542491757717
A,66,1,5,2836.325019838702
A,36,0,5,2678.2557731755937
A,60,0,4,2585.529629598576
A,69,1,6,3177.088676948105
A,52,1,9,3241.8531473223125
A,57,1,8,3113.5742187756414
A,31,1,3,2691.9081972232793
A,50,1,3,2899.254050043314
A,31,0,5,3797.9673917105883
A,51,1,8,2289.4583114502166
A,21,0,6,3942.9456402143196
A,41,0,6,3049.8599230587733
A,46,0,7,2909.936805011748
A,36,0,4,3476.6891694008386
A,23,0,7,1966.366965470816
A,50,1,10,3690.1597872898756
A,66,1,3,3928.862914474191
A,57,0,7,3543.98643372955
A,36,0,3,1948.8573155446416
A,18,1,5,3382.0838989002414
A,22,1,1,3822.999279009342
A,44,0,6,3771.3743938678776
A,33,1,2,2295.955376386803
A,23,1,3,3508.178415801503
A,57,1,2,3897.7852013895736
A,30,0,5,3014.7328593230095
A,65,1,3,2273.64938860514
A,52,0,5,3414.326296362467
A,36,0,2,3526.9289843258753
A,29,0,4,2930.3959178370487
A,33,0,6,2404.6382720680876
A,60,0,6,3490.936042018082
A,27,1,5,2615.595567189121
A,42,0,1,3198.6733632694354
A,37,0,5,3779.083177506473
A,48,0,7,2170.6009515239903
A,21,1,7,3453.881998984627
A,61,1,4,2896.7089848400997
A,40,1,2,2909.6733580077125
A,19,1,4,3257.1582172664134
A,39,1,4,2614.3079842929214
A,68,1,6,2412.4904315356785
A,54,1,4,2107.902613984661
A,25,0,3,3615.8813547096074
A,24,0,2,2814.1639074455184
A,31,1,4,3284.970206178683
A,20,0,8,2757.4839625591726
A,67,0,7,2419.119748312522
A,33,1,5,3326.1563049695696
A,36,0,10,3163.9812868624113
A,68,0,8,2881.550423006287
A,35,1,6,3150.9480317207344
A,69,0,4,2519.7577218779984
A,33,1,8,3530.2998872776557
A,25,1,2,3646.1973192672376
A,50,0,6,3379.6522856684605
A,66,0,2,2814.007120453165
A,29,0,10,3029.6733973417045
A,28,1,6,3784.4182240673817
A,22,1,9,3640.5831088055884
A,44,1,3,3996.9345452543625
A,29,0,8,2609.740573343413
A,34,0,5,2564.8938580064337
A,23,1,9,3067.1851437910545
A,50,0,9,3203.44787864815
A,22,0,5,2928.8554174702185
A,45,1,5,2805.157786082297
A,31,1,4,3633.6975914145646
A,22,0,15,2954.63395472643
A,50,1,5,2392.3942910408377
A,67,0,4,2450.1554565322376
A,65,1,5,3123.5321625667507
A,58,1,6,4501.326242455843
A,36,1,6,2512.0281281274106
A,39,0,5,2842.56296566347
A,22,0,5,4202.402387633019
A,19,1,5,2757.859635080765
A,47,1,6,3227.7304206357026
A,64,1,3,3937.9553612956156
A,56,0,6,2524.260659548089
A,21,1,3,2845.3698889892194
A,50,1,5,2757.8170331827296
A,30,1,2,2241.0523185164043
A,37,1,6,3784.682972844313
A,24,0,7,2707.2978307650674
A,32,0,3,2561.877162089054
A,40,1,4,2777.783055964789
A,31,0,7,3464.415702577053
A,40,0,5,3056.4467685039403
A,36,0,3,2604.1668472848182
A,46,1,5,3204.574922457526
A,37,0,5,3406.2973488742864
A,46,0,4,2988.1177060486216
A,41,0,2,2882.6195355671703
A,35,1,7,3507.93796919111
A,27,1,6,2910.407376743279
A,58,0,3,3804.0957531450117
A,25,0,1,2621.182563954844
A,43,1,4,2609.543267119604
A,46,1,8,2548.101609957827
A,27,0,11,2880.5767716550085
A,34,0,3,3001.2520306831593
A,19,1,3,2337.182045213593
A,23,1,7,3048.378633957093
A,22,0,7,3282.677093642978
A,45,1,3,2267.2542226034852
A,58,0,7,2739.4142868095573
A,22,0,2,3283.74286428449
A,35,0,6,2455.29036706204
A,43,1,6,2842.0107390432686
A,37,0,11,3544.0917844668984
A,58,0,2,3897.5913815630092
A,66,1,3,3219.9576056245637
A,44,1,6,2915.373357086193
A,66,0,5,2749.3009896821363
A,29,0,2,3455.3770493857737
A,24,1,4,3566.703199557835
A,20,1,5,2421.7821014411757
A,27,1,7,3455.2134079719663
A,51,0,1,2696.4768491368895
A,42,0,3,2570.2221130238786
A,52,0,6,2923.177898224786
A,33,1,1,3495.8066212811823
A,19,0,4,3154.702662419836
A,41,1,6,3141.1658323954084
A,27,0,7,3176.2208269998405
A,55,1,2,3233.8290093451806
A,39,0,5,2942.9243912367674
A,43,0,1,3315.9443826959928
A,60,1,5,2670.158902012482
A,56,1,5,3325.503825472764
A,44,0,4,3428.4926739169946
A,46,1,3,3349.5682972834893
A,64,1,2,3375.5144158470493
A,55,0,4,3232.4328201150724
A,37,1,3,3586.721457671307
A,44,0,6,1864.193108010669
A,58,0,6,3426.872978782581
A,37,1,3,3987.728763578938
A,61,1,8,2689.052262520571
A,36,0,6,2633.1350708187483
A,37,0,6,3643.1595064869016
A,52,0,6,2536.6303302603587
A,64,0,4,2666.637843712274
A,19,0,5,3084.9742598488983
A,47,0,4,2600.5243949234696
A,51,1,9,3437.5122509967796
A,39,1,2,2604.59893887141
A,20,1,6,3180.3166738533405
A,23,0,10,3142.241231498253
A,32,1,6,3831.944036204235
A,44,0,4,3582.650933147864
A,27,0,7,2735.236229273173
A,26,1,5,2367.7537967638773
A,50,0,5,3418.984420988718
A,49,0,4,2673.3045826233365
A,65,0,4,2832.1616310481245
A,23,0,6,2470.086154968182
A,58,0,4,3339.5059653934163
A,53,0,5,2676.753441781246
A,19,1,2,2982.479155848606
A,46,0,10,2990.248467053767
A,21,0,7,3091.7803099569555
A,18,0,4,3330.819250859824
A,36,0,3,2878.5898140528893
A,43,1,3,2629.2862090567287
A,42,1,7,2070.2276831222766
A,27,0,6,3051.314814683835
A,32,0,3,2921.5004796909857
A,39,0,9,2644.7635849395037
A,68,1,2,3031.276231076268
A,65,1,6,3427.991336307443
A,38,1,8,3555.9440424735894
A,39,1,4,2232.4312907878043
A,53,0,6,2819.5693494923325
A,51,1,4,3480.5126061992137
A,47,1,4,3798.020517261512
A,42,0,4,2591.368173420791
A,62,0,1,3689.161464616289
A,45,1,3,2324.9518588826904
A,18,1,2,3574.1422815599726
A,66,1,6,2859.121833897329
A,62,1,3,3781.411632821875
A,21,0,8,2767.984391872353
A,24,0,3,2845.0546366198305
A,66,1,7,2933.303685398076
A,26,1,5,2231.4749226385534
A,53,1,7,2118.76366462067
A,36,1,4,3255.077096520356
B,56,0,4,3624.5034330814024
B,69,1,6,4344.025140814247
B,46,1,5,4126.043195698546
B,32,0,4,2455.9134182112653
B,60,0,6,2894.8727255320846
B,25,1,6,4328.650133186278
B,38,1,4,2959.726251840837
B,56,1,2,3274.6647905905897
B,36,1,3,2500.145025854753
B,40,1,6,3988.8480721951787
B,28,1,7,2450.505645470731
B,28,1,6,2585.9332794482903
B,41,0,7,4092.451358734315
B,53,1,5,4686.24728985816
B,57,1,4,3274.487469111796
B,41,0,5,3508.9237926876435
B,20,1,4,4022.8754841175996
B,39,1,7,3468.2042490123367
B,19,0,5,3361.6526211410014
B,41,1,6,3270.379555349004
B,61,0,5,2649.593502949598
B,47,0,2,3656.0460388776137
B,55,0,4,3371.170257839367
B,19,0,4,3116.7487840164763
B,38,1,6,2793.9846165035133
B,50,0,11,2841.657827564109
B,29,0,6,3713.111194643678
B,39,1,8,3974.3795984528583
B,61,0,5,3314.026430177243
B,42,0,3,3149.562050645195
B,66,0,5,2971.6958262842545
B,44,0,1,3933.611438366967
B,59,1,8,3527.0801085482994
B,45,0,6,3817.0746571514373
B,33,1,4,3716.2132621809105
B,32,1,7,3147.565091549931
B,64,0,1,2774.414903530806
B,68,0,7,2944.8725859561537
B,61,0,3,4113.58884797682
B,69,0,9,3151.683959593846
B,20,1,4,3089.608416232933
B,54,1,2,2746.917663902764
B,68,1,4,2683.9584518413353
B,24,0,6,3077.7245057363452
B,38,1,2,4429.980670873947
B,26,0,1,3707.975611758003
B,56,0,7,3088.421732108184
B,35,0,7,4080.678816518962
B,21,0,6,3507.4888479879055
B,42,0,8,4178.843519493158
B,31,1,7,4580.842373880846
B,67,1,5,4040.162153518351
B,26,0,6,3446.525359455559
B,43,1,6,3874.199786981862
B,19,0,7,3448.6539561065115
B,37,0,6,2433.75275791541
B,45,0,3,3184.3173381434995
B,64,1,3,2827.2385390713857
B,24,0,1,3146.3305823357705
B,61,0,5,4656.432542414426
B,25,1,3,4050.2275634276207
B,64,1,9,3579.091058831111
B,52,1,8,4026.745661257249
B,31,0,4,2403.338683785742
B,34,0,2,3772.0593818062325
B,53,1,3,3971.277597581018
B,67,0,2,2176.8088877694163
B,57,1,4,3778.335370068362
B,21,1,4,2680.3289188615818
B,19,0,5,2355.5082415796614
B,23,0,8,4354.4436123680125
B,59,1,6,2887.741328213488
B,21,1,3,3057.964325461659
B,46,1,5,4060.7461323670145
B,35,1,6,3210.075472191959
B,43,0,3,3421.657074496977
B,61,1,8,3380.9078585266293
B,51,1,8,3757.50731107836
B,27,1,5,3397.3939992328333
B,53,0,4,3557.984897141832
B,31,0,2,3067.2597488006086
B,48,1,6,3785.4136731108
B,65,0,5,3588.5396711803355
B,32,0,6,4724.633211105684
B,25,0,7,3203.212537034186
B,31,1,3,3241.1466129502337
B,40,1,9,3707.3713663282183
B,57,0,2,4107.296375826912
B,38,1,0,2892.6015275437367
B,33,1,6,3384.2533549241243
B,62,0,4,2074.2255871700095
B,35,0,6,3321.4805465443765
B,64,1,4,4056.334753039649
B,41,0,5,3141.4185131341083
B,43,1,2,3602.962152374219
B,42,1,5,3045.4931440298806
B,62,0,4,2960.865374518112
B,58,1,3,4056.2254808182556
B,46,1,5,2947.7120336508374
B,32,0,3,3549.1991050145584
B,62,0,3,3720.1087224109515
B,18,0,4,3037.390124518796
B,42,1,8,3425.0385076212033
B,24,0,5,2790.14303787186
B,26,0,4,3776.5771827352346
B,41,0,4,2761.717428917235
B,18,0,4,3270.1318325886396
B,61,1,4,3394.70027306249
B,25,1,7,4133.446158264552
B,41,0,8,3577.5858513959565
B,28,1,7,3835.048140110869
B,68,0,3,3634.116769048846
B,34,0,6,3838.9523315640254
B,25,1,6,3333.6290798681125
B,52,1,4,4051.82726374416
B,52,0,6,3270.645845369209
B,50,0,9,2479.76845380383
B,22,1,6,3212.2369135948816
B,59,0,4,3764.9286434538435
B,56,1,6,2521.4607392216767
B,58,0,7,2967.2858703175148
B,45,0,4,2757.4691153098834
B,24,1,3,3991.6077494439405
B,26,1,4,4342.290976757088
B,25,1,5,3292.806931819613
B,29,1,3,3720.231123759258
B,51,1,5,3826.0442971860925
B,50,1,3,4317.415180849353
B,65,1,5,2988.440801511602
B,40,0,5,3463.1713589635146
B,41,0,5,3252.1853484344565
B,54,0,6,3374.638093294322
B,52,1,6,4962.385769678588
B,61,1,6,3539.8335414444336
B,57,1,5,2958.5987032841467
B,39,0,7,2821.647037401671
B,44,1,3,4051.5722287111325
B,52,1,5,2921.9797900628446
B,18,0,7,3718.890776112128
B,52,1,2,3029.1803235104776
B,54,0,8,2736.514384855362
B,64,0,4,3779.0128359377904
B,31,1,2,3112.346414716679
B,20,1,5,3695.184914445672
B,18,1,5,3677.88389423561
B,22,0,4,3647.387842960776
B,43,0,6,3224.932387494717
B,31,0,8,3744.5012382971026
B,56,1,4,2972.194715475433
B,44,1,3,2095.6267832850285
B,26,1,6,3930.369130140441
B,32,1,4,3589.5248348782584
B,32,0,2,3047.4217012688455
B,43,0,3,2651.8632301954826
B,59,0,1,2299.7919814574007
B,30,0,9,3342.648172511283
B,68,1,5,4553.938822826173
B,49,1,3,3247.225663410614
B,56,1,4,3242.9956008201952
B,66,0,3,3439.8933130278588
B,69,0,4,4840.86548539967
B,49,1,6,4021.794540634602
B,21,1,4,3024.5734458389475
B,47,0,2,3487.1592877346006
B,54,1,6,3697.8399052764635
B,40,0,3,2740.894233548874
B,56,0,6,3882.4196911645636
B,62,0,2,3082.848417278072
B,32,1,8,2571.262289196886
B,60,1,3,3363.016556923419
B,46,0,6,3314.1824277300234
B,53,1,4,3428.268084815661
B,30,0,5,2941.6227147636187
B,49,0,6,3061.6144835237255
B,24,0,1,4039.32071161649
B,68,0,5,3645.3095549653435
B,39,1,7,2796.7779716741666
B,45,0,6,2405.8356750668363
B,19,0,6,2973.211756877184
B,59,1,7,3578.4319320190243
B,62,0,4,3115.216014574323
B,23,0,3,3014.574160311055
B,45,1,8,3198.7031108065207
B,45,1,4,3535.6417916131345
B,61,1,5,3733.450899343518
B,61,0,5,3323.527320865572
B,37,1,3,3538.648346011427
B,47,1,9,3244.4927142227634
B,28,0,8,3276.1019359435895
B,45,0,6,4021.8978008048307
B,42,0,3,3832.47952333186
B,56,0,5,4591.9571134784
B,50,0,5,3864.1665252923203
B,18,1,5,3064.648427406656
B,44,1,3,3027.506358365949
B,69,1,7,3825.7787612906714
B,30,0,3,3105.5498532516995
B,58,0,0,3802.4362564850485
B,20,0,6,3076.4836706213596
B,56,1,6,3504.711525505171
B,23,1,4,2823.70513654196
B,25,0,5,3942.609670050482
B,44,1,9,2638.2169455542853
B,26,0,5,3589.16460079047
B,54,1,4,3279.1303328055537
B,50,1,3,3508.002844414857
B,68,1,6,3223.695185623617
B,59,0,2,3288.515702611673
B,61,1,6,3423.1368297195118
B,41,1,6,2769.4949480233245
B,32,0,6,2845.899224981312
B,49,1,5,3353.1427598612545
B,49,0,3,3320.9750742821
B,41,0,4,2886.879073154664
B,58,0,4,4116.021117902946
B,69,0,5,3344.1743978230247
B,66,0,4,3255.5677078638414
B,66,1,4,2609.600259564641
B,69,0,5,4560.9410005933205
B,29,0,5,4730.58395097217
B,56,0,5,3033.297976648392
B,19,0,7,4185.674085301943
B,20,1,3,3426.286625923666
B,66,0,2,4254.044299776491
B,54,1,4,3735.7995375093997
B,66,0,4,3487.119991811275
B,34,1,6,2008.098094644421
B,66,0,3,3072.0584368107116
B,19,0,5,3396.257524357547
B,19,1,5,3531.4229362357173
B,45,0,5,2793.690904145659
B,40,1,5,3131.218568155592
B,54,0,3,3645.938489992827
B,49,1,10,2708.9116782600245
B,50,0,5,3655.1755758987165
B,18,0,4,4133.929877284313
B,36,1,4,3603.552598923535
B,19,0,7,3699.207444178475
B,61,0,3,2237.883496166043
B,43,0,6,2947.4422643076623
B,49,0,2,4791.007075583392
B,23,0,4,3129.8754719171293
B,49,0,4,4029.959919934007
B,21,1,4,3052.8771336215923
B,28,1,8,3326.6649175673915
B,34,1,5,3740.4347484801265
B,55,0,8,3556.8075316913396
B,41,1,5,3752.7892424323445
B,22,0,7,2974.403359429071
B,69,0,8,2915.0647127032253
B,51,0,3,3046.6585936431916
B,23,0,4,3023.6027540633804
B,39,1,6,3250.7701962191645
B,28,0,4,3976.2518323513345
B,65,1,4,3404.1297172189265
B,33,0,6,3667.6934719605224
B,50,1,2,3508.33449838914
B,26,1,4,2699.1013678683544
B,23,1,2,3347.7982308797523
B,33,1,8,3401.4332861996827
B,46,1,7,3733.612719361664
B,20,1,2,2830.9995692134203
B,37,0,5,2243.860177244513
B,53,1,6,3685.823542118124
B,36,0,7,3527.2637522875943
B,43,1,7,3470.843123779141
B,20,0,7,3341.4964349272473
B,36,1,6,3996.297567228639
B,37,1,5,3116.2930311096015
B,49,0,5,3383.2701396789175
B,24,1,8,3362.155430237723
B,69,1,7,2856.760201665934
B,58,1,4,3230.2747744439007
B,50,0,5,3336.506687977846
B,57,1,8,4377.623135287118
B,56,0,5,3351.5841195712674
B,35,1,2,3704.8516589306073
B,57,1,3,3953.3127780147133
B,18,0,7,3034.8646474298325
B,28,1,3,4324.825323814181
B,45,1,8,4491.852686812808
B,42,0,1,3490.384544660745
B,67,1,5,3013.708963071234
B,40,0,3,4363.313862002576
B,48,0,5,4004.617939734949
B,47,0,5,3489.2929825704614
B,59,1,2,4409.133206927231
B,52,0,7,4331.69852282258
B,24,0,2,3359.5754977740335
B,33,1,4,3477.4171278302765
B,43,0,5,3697.5191440612725
B,65,1,4,3324.7232149291567
B,69,1,4,2761.513961675904
B,66,1,5,2843.720772116323
B,19,1,4,2638.1530075906617
B,18,0,4,3660.3621972008805
B,65,0,5,2658.18782896438
B,29,0,7,3486.720879942358
B,22,0,6,4346.000055146126
B,54,0,6,4231.705809374808
B,49,1,8,2490.645143202881
B,26,0,5,2761.549446587989
B,58,0,2,3057.5401999658657
B,52,0,4,2766.5010808466454
B,36,1,6,2566.705983817031
B,65,1,3,3566.030757779563
B,33,0,3,4010.1697758833166
B,20,1,5,3859.137790221556
B,37,0,5,3282.062802642832
B,41,0,6,3214.917786453084
B,50,1,2,3621.8674952798333
B,41,1,6,3342.1021350235283
B,69,0,4,3975.7359881407388
B,28,0,3,3728.944322266276
B,66,1,4,3123.7111971475874
B,25,0,2,2441.025971467927
B,53,1,6,4289.3131211808095
B,55,0,8,2923.2450754365977
B,57,1,5,3628.418696547369
B,37,0,6,2351.2942151099705
B,52,0,5,3314.39931339436
B,65,1,5,3401.2423121722945
B,42,0,6,3687.1851355439335
B,52,0,4,5350.225068629152
B,42,1,4,2988.6758510136
B,46,0,5,3949.270102979929
B,35,0,5,3711.47245789971
B,63,0,4,3071.4205044811647
B,35,1,4,3903.233520248581
B,19,1,7,3223.6725683721425
B,52,1,5,3889.8133373584615
B,33,0,4,4428.492675981746
B,58,0,3,3533.316609829625
B,53,0,9,3404.8226589691203
B,50,0,6,4229.358665025662
B,21,1,6,4417.374863685593
B,50,0,4,3066.3862699672623
B,31,0,7,3055.102199147063
B,38,0,6,3914.9511662866717
B,65,1,6,3307.4651383174696
B,37,0,2,2993.498438954051
B,25,0,6,3863.5012770129647
B,24,0,4,3810.6463724292025
B,20,0,7,3250.1534553585766
B,34,0,8,3414.0824739595564
B,50,1,6,3061.2001914713474
B,65,0,3,2938.24079526596
B,29,0,4,3271.1794673826917
B,68,0,5,3398.932750432956
B,39,0,3,2551.0371574229994
B,39,0,5,3097.0838780293416
B,63,0,8,3649.310439220336
B,47,0,8,4283.416267652802
B,55,0,5,3285.074520464276
B,55,0,5,2779.4577812949556
B,62,0,8,3401.230346650855
B,68,1,5,3043.7565917231236
B,25,1,4,3909.9032418613106
B,44,1,3,3263.275426187807
B,44,1,7,1824.3940167984122
B,51,0,4,5522.812252212808
B,38,1,4,3563.076396433564
B,47,1,5,3456.47572977567
B,50,0,3,2608.097809857124
B,45,1,5,2694.510733226123
B,64,1,4,3477.446976780824
B,50,0,6,3688.4937989424366
B,22,0,5,3857.7896714299272
B,65,0,5,3509.9507179583434
B,36,1,2,2757.2386448947586
B,21,1,5,1973.744698449402
B,52,0,3,3520.404221287555
B,66,0,3,3254.2832194513803
B,34,1,5,2642.496367457828
B,61,0,4,4036.276961590133
B,45,1,3,2588.9323943344657
B,47,0,4,3961.9801400422384
B,46,0,2,2630.7497749975305
B,63,1,6,3595.2428591063926
B,23,0,7,3993.235567308067
B,52,0,3,3133.7841884288714
B,58,0,5,4247.436767806578
B,54,1,4,4403.180705265245
B,41,0,6,3522.8160249452862
B,46,0,6,3682.5098878089507
B,66,0,2,4140.515004839412
B,63,0,2,3833.699686221333
B,48,0,5,3853.138928216566
B,52,0,2,3096.745759380032
B,50,1,7,2574.314582852657
B,69,1,4,2676.7066631133343
B,38,0,5,4817.895025894527
B,49,1,7,3688.47241187015
B,40,1,5,3367.0679504148293
B,50,0,7,4057.2688326122
B,20,1,1,3085.143807114154
B,35,1,3,3859.4040881305245
B,42,1,4,3645.5653809196438
B,59,1,9,3847.575512742711
B,48,1,4,3308.8563184410855
B,20,1,5,2948.7665839820575
B,57,1,6,3092.295389239165
B,63,1,6,3121.109382204004
B,41,0,3,3546.333070141588
B,67,0,3,2614.635309719864
B,49,1,5,2640.3779630072736
B,64,1,7,3629.261462671418
B,39,0,6,3304.1210906344713
B,40,1,6,3579.125110228026
B,19,1,4,3395.9248268086476
B,44,0,7,4832.633183051803
B,59,0,4,3464.7471691016785
B,19,0,8,3331.920567084367
B,43,1,5,3590.2525236038623
B,34,1,5,4044.704608829042
B,57,0,4,3470.3996791675695
B,50,0,5,4005.6656927266654
B,26,1,2,3644.957930466249
B,60,0,3,3297.5992045197877
B,65,1,7,3523.996546550127
B,56,1,5,4535.026221796312
B,46,0,6,3543.434647207752
B,59,0,7,3004.9414658260703
B,43,1,2,3210.810845915917
B,52,0,7,2158.323303248648
B,67,0,5,3434.296076167849
B,42,0,5,4177.462140278644
B,41,0,7,2713.5742935270737
B,30,1,6,3541.2698526594795
B,24,1,5,3973.410770352989
B,53,1,0,4099.399038437811
B,62,1,7,4309.207790433099
B,37,0,5,2445.7728957205063
B,18,0,5,3813.9151385334435
B,25,1,6,2685.9750237045596
B,63,1,8,2898.517710783579
B,33,0,4,3754.2289269175944
B,31,1,6,3476.5038364184024
B,29,1,4,3809.871651711464
B,68,0,1,2927.7572032168996
B,40,1,3,4448.620948975338
B,32,0,4,3958.8633011688394
B,45,0,5,3869.0894111631665
B,51,1,4,2833.673940084627
B,19,0,5,4180.621649196925
B,49,1,2,3406.753934755295
B,40,0,2,2972.2597419519957
B,39,1,5,3797.675059490912
B,68,1,5,3946.0129024250405
B,42,1,5,3086.0355584888366
B,39,0,6,4564.187174496848
B,39,0,4,4297.899356163719
B,66,1,9,3826.539455043462
B,69,0,7,3815.460210174312
B,59,1,2,3584.0190295839457
B,23,1,3,2655.377080475715
B,32,0,4,3463.731359134465
B,60,1,6,3540.845286267679
B,54,0,7,3179.012045715623
B,50,1,4,3228.13998071059
B,25,0,5,2054.0157839966973
B,61,1,5,2811.7127071408518
