Group,Age,Gender,Frequency_of_Trips,Income
A,24,1,9,2965.1963420907196
A,36,1,5,3692.154335004948
A,39,1,3,2810.4503215316613
A,35,0,4,3653.771064680311
A,32,0,4,3155.441497192832
A,50,1,5,2583.700349812241
A,56,1,4,2790.9450871439903
A,68,0,7,3316.189604612748
A,22,1,6,3420.4934721181517
A,57,0,7,3465.864996574513
A,54,0,7,3107.0557844419754
A,22,1,6,3222.890309738134
A,54,1,9,4128.28819545017
A,60,0,2,4203.527789769173
A,24,0,3,3023.6865593885623
A,19,1,3,2115.978203959362
A,47,1,0,3064.660104651154
A,66,1,2,3057.967769120242
A,28,1,5,2368.7757489864844
A,69,0,7,3062.301559371558
A,54,0,8,2477.588210788137
A,56,0,2,3188.3848308246525
A,50,0,6,3297.4847665981015
A,26,0,5,3263.4632867119085
A,28,1,10,3494.6061539900666
A,29,0,3,3234.67572285063
A,27,0,4,3394.316684075588
A,69,1,3,3645.9655232015293
A,28,0,10,2779.0357577982677
A,50,1,3,2928.05050741268
A,37,1,9,2822.3396977246434
A,22,0,8,2627.3574170868724
A,64,0,3,2850.8483810160005
A,41,0,7,3417.474090701396
A,49,0,7,3363.57578247411
A,48,1,1,2152.873975977842
A,59,1,6,3857.7300212290643
A,61,1,5,3423.535041200326
A,31,0,3,3113.8113962412685
A,36,1,5,2309.403503322468
A,59,0,4,2407.334594022635
A,41,1,6,3751.5085520889734
A,49,1,3,3502.246015127787
A,29,0,6,3564.3234951798404
A,67,1,6,2933.6881915777744
A,38,0,1,3653.304361047474
A,68,1,6,2315.196227281962
A,53,1,2,2383.302095366761
A,42,0,6,3504.3335443040314
A,68,1,4,2541.1926380838395
A,31,1,4,2980.059859853042
A,25,1,7,2112.5244332997927
A,46,0,7,1577.8202526372665
A,42,0,4,2489.2061079737014
A,40,0,6,2810.5875329816145
A,53,0,10,2537.572410648844
A,65,1,4,3310.2323471473
A,29,1,6,3505.448403712596
A,67,0,6,3305.043960809205
A,29,0,6,2421.727695934063
A,35,1,8,3262.372572573267
A,53,0,7,2385.884238330649
A,65,0,5,3931.642406320561
A,67,0,5,3024.402538033792
A,36,0,5,2572.065273681855
A,65,1,4,3026.444219944591
A,52,1,5,3084.1048759042683
A,66,0,6,3353.7609986862744
A,44,0,6,2055.982294571465
A,20,1,2,2651.919131554315
A,30,1,5,3240.7916822018738
A,55,0,10,3389.3972819114133
A,68,1,4,4635.246178711694
A,58,1,6,3689.1762148406433
A,36,1,3,2655.6658863842144
A,60,1,4,3887.126686155352
A,52,1,7,3289.964431953758
A,32,1,9,3683.246792856405
A,33,0,7,3233.3782314668174
A,52,1,5,3718.5388992836947
A,22,1,1,3541.4309877840396
A,24,0,4,3276.1470799804233
A,38,0,5,2780.833315875923
A,58,0,3,2779.227627931054
A,18,0,6,2525.020313625509
A,42,0,8,2962.8064757018597
A,47,0,4,3553.6122581191808
A,36,0,4,3290.516801853446
A,41,0,3,2612.454075417996
A,63,0,4,3484.0600379906637
A,32,1,5,2411.979976672522
A,52,0,6,3166.2150807011867
A,41,0,3,3697.4189910821606
A,53,1,8,2411.9568534085993
A,66,1,3,3085.258125748588
A,31,0,2,2650.6857038018466
A,39,0,7,3814.186380472781
A,56,1,5,4124.817985852354
A,25,0,1,3277.6473417076477
B,52,1,5,3482.9046488091544
B,28,1,5,2537.5273510795305
B,57,1,4,2649.1653385813293
B,49,1,7,2613.196824736666
B,66,0,4,2555.907526683029
B,43,0,2,2297.9808426736668
B,39,0,4,2548.205025195544
B,18,0,5,4209.04506195787
B,65,1,2,2752.877081547898
B,46,0,1,2154.9689710683683
B,69,1,6,2706.915438416723
B,56,0,9,3335.398536430871
B,39,1,7,2645.348119179528
B,49,1,6,3516.9231386244624
B,42,0,6,3387.93273970353
B,57,1,5,3047.293544013803
B,62,1,5,2554.481001787615
B,46,0,5,2304.7744405102776
B,54,0,3,3131.388998321472
B,49,1,3,3169.9188876103417
B,47,0,8,3547.747583104606
B,35,1,5,3293.801734549568
B,61,0,4,2603.536697500183
B,65,1,2,3589.3235322337446
B,20,0,4,3166.7578336035303
B,29,0,10,2423.819408465674
B,68,0,1,2858.91012197447
B,37,1,5,3470.439029040487
B,67,0,2,3178.6428035804565
B,25,0,3,2334.2679276863582
B,48,1,4,2993.4213551368643
B,41,0,4,2714.4060492078816
B,30,1,8,2817.441065148544
B,25,0,3,2186.958982822332
B,59,0,2,2368.4596816591293
B,31,0,5,4013.3475495821945
B,32,1,4,2520.2954859408565
B,38,0,5,3514.556871716834
B,32,1,6,3006.985057830534
B,43,0,4,2440.269711527991
B,55,0,6,2460.0741254688505
B,63,1,6,2428.8851356653604
B,55,1,1,4164.354078903881
B,50,0,2,3010.261904319332
B,27,1,2,2866.6773571032577
B,36,1,3,3463.000220631634
B,28,0,5,3343.192005213115
B,20,1,7,3593.4514067529776
B,40,1,1,2594.654762555768
B,23,0,3,2504.6712323152997
B,58,0,3,2343.0181054487052
B,58,1,5,2069.36480105101
B,46,1,7,2509.8930435109132
B,21,1,7,1096.188424598008
B,20,0,5,3032.213499459762
B,37,1,6,3145.408800551192
B,68,0,6,2496.9130125970473
B,60,0,3,2107.5482101385946
B,68,1,6,3849.6700883674853
B,66,1,5,3287.8608149770225
B,25,1,5,2604.1874848616517
B,23,1,5,2545.804977655225
B,22,1,5,2779.809113917979
B,25,0,4,2323.5298818048827
B,25,1,11,2989.4772989962303
B,52,1,4,2201.154746557365
B,36,0,8,1746.9052104510324
B,65,0,4,2509.5772515407293
B,27,0,5,2346.2541336523673
B,52,0,5,3704.5741868550017
B,26,0,6,3896.159649626103
B,25,1,2,2431.6031951783784
B,25,0,6,2749.9430352038717
B,25,0,9,2784.6735677538672
B,37,0,8,3706.140234030159
B,24,1,5,2048.1446551162976
B,63,0,9,3186.2312139778646
B,39,1,6,3391.721117642662
B,34,1,3,2573.579779136899
B,61,1,8,2927.7852105029397
B,22,1,3,3309.4827881379397
B,51,1,3,2314.0391724548135
B,42,0,6,3291.633961218581
B,64,1,6,2248.1903859351632
B,60,1,3,2246.6952222427426
B,32,0,3,3145.309830092314
B,48,0,7,2543.069368445627
B,62,1,4,3214.6609682580156
B,36,0,4,2379.859597780876
B,61,1,7,3111.104880451068
B,48,0,4,2264.4168854506324
B,64,1,8,3758.7666829724935
B,29,1,4,3351.0129939030244
B,40,1,6,2739.517178933071
B,67,0,2,1917.7730798419439
B,40,0,6,2787.4478864781245
B,53,0,6,2841.4557270106134
B,28,0,4,2573.1083364564906
B,39,1,7,3412.8035384400882
B,64,0,2,3339.5365402676293
B,47,0,6,3325.202794969869
B,22,1,6,3873.9471762690496
B,54,1,8,1553.2699077956763
B,37,0,3,2645.1838716252973
B,27,1,4,2829.4340920332875
B,39,0,4,3188.522549002776
B,59,0,5,2654.114527634531
B,47,0,2,3427.8582732534032
B,47,1,0,2524.469514012221
B,39,1,3,2548.1733432943556
B,55,1,5,3343.512973839224
B,55,1,5,2747.66632073511
B,55,1,10,2856.6211532890075
B,24,0,7,2335.46984916781
B,67,0,5,3062.4004101739906
B,53,1,3,2308.0508124081557
B,31,0,8,3758.590244129621
B,28,0,1,2734.2674979029184
B,24,1,10,2811.3725900715326
B,49,1,1,3598.9903851732774
B,35,1,4,3012.747961120037
B,69,0,6,3526.6812585896864
B,51,1,5,2731.7858924657576
B,19,0,7,3174.7779900649066
B,24,1,8,2760.046287648813
B,60,1,3,3545.8076960944127
B,48,1,5,3426.9607089774436
B,35,1,8,2222.3824215303125
B,37,1,7,3182.762846899447
B,24,0,9,3556.8508711661752
B,39,0,2,3414.600107789903
B,69,1,8,4105.238975211325
B,54,1,3,2367.3501822064723
B,51,0,4,3275.568659891842
B,63,1,2,3285.9112414569745
B,56,1,7,2716.0685941563925
B,59,0,2,2497.1358000714317
B,67,0,4,4140.000737946107
B,57,0,4,3269.7028948117504
B,33,0,4,3438.5275719758206
B,31,0,6,2992.6088388038866
B,58,1,8,2901.0725624628685
B,49,0,1,3389.0052148076475
B,55,0,2,3375.803848466271
B,56,0,2,2641.6697045707133
B,43,0,1,2820.476737368245
B,47,0,4,2570.4721243296394
B,58,1,8,2355.630780241192
B,56,1,2,2567.7988225063837
B,26,0,2,3077.3067392236726
B,49,1,5,2807.0684896504704
B,24,1,3,3023.261850111436
B,29,1,4,3113.8979249928093
B,40,1,6,3687.1182556115796
B,34,1,7,4451.5244715805675
B,69,0,7,3156.891879324645
B,38,1,2,2613.5936156709195
B,29,0,7,3456.194788750168
B,39,0,2,2949.543671665563
B,40,1,3,2745.408167287052
B,22,0,4,3013.7793233771
B,35,0,1,3868.8772561854453
B,54,1,3,2455.2522163281255
B,54,0,9,3102.237493596584
B,24,1,0,3056.239228676056
B,20,1,2,2421.076319782279
B,18,0,6,2270.5894712040554
B,23,1,3,2270.007102394277
B,24,1,5,3366.9165926382466
B,44,1,6,2893.9306490177687
B,48,1,2,2427.9307855652055
B,25,1,6,3006.0256334824344
B,31,1,7,3724.170145404736
B,32,1,8,2484.4753304862284
B,24,0,5,2096.1899397732464
B,24,1,5,3572.857921863285
B,50,1,8,3260.1864958505766
B,58,1,8,2499.72876140711
B,24,0,8,2743.8428232603956
B,37,0,5,2503.4465361588204
B,24,1,5,3263.6770327472445
B,67,1,5,3189.215442397214
B,31,1,5,3137.873427263508
B,32,0,5,3099.8486361441383
B,35,0,7,2985.683897164478
B,27,1,6,2545.8692490219855
B,52,0,2,2722.8899076787065
B,44,1,2,3004.9376645055795
B,60,1,2,2686.732722187103
B,18,1,4,2968.1253361155887
B,45,0,4,2168.1585778009353
B,51,0,5,3532.664855986874
B,65,0,11,2421.5758741705376
B,20,1,5,1837.4636413690664
B,66,1,6,2585.2859648239396
B,20,0,3,2649.5010696073214
B,28,1,4,3973.4059527865447
B,21,0,7,2858.6896869068487
B,47,0,7,3041.124462256603
B,56,1,4,2982.8116795724013
B,49,0,6,2154.718026424933
B,33,1,5,3051.3526231453493
B,34,1,4,2930.7543365053493
B,28,1,1,3104.114053042624
B,53,0,6,3162.110333181665
B,49,0,4,3286.5402889284887
B,52,0,4,2365.680259827257
B,44,0,6,3391.8241231377133
B,65,1,3,2443.0068445023066
B,51,0,2,2386.6412946875384
B,22,0,4,3933.034669270743
B,42,1,8,1994.1777903346626
B,45,1,7,2707.629182987884
B,35,1,7,3155.4752004447314
B,20,1,3,2655.4914682037015
B,45,0,0,2994.0077598037233
B,19,1,5,2113.416659119574
B,51,0,6,2021.6021422420222
B,39,0,5,2481.4564410505977
B,39,0,7,3174.7335755461704
B,47,1,6,2818.3729599349226
B,51,1,6,3299.800547746414
B,65,0,9,2324.3990626965797
B,18,0,7,2631.250475255082
B,46,1,7,2783.6024858301394
B,36,1,2,2601.269096109255
B,36,0,6,3174.3392380120904
B,58,0,7,2959.3921480313384
B,69,1,4,3051.7856614159095
B,58,1,10,2978.735725448383
B,46,0,7,2151.6906237490766
B,60,1,4,3433.1460029398786
B,50,1,9,1910.7524673828716
B,68,1,9,2099.166924029614
B,34,0,3,2986.8078536751314
B,55,1,4,3226.837776799259
B,18,1,7,2747.98598935651
B,67,1,5,2517.978600779841
B,58,1,7,2987.9922532690807
B,50,1,7,2964.5190370490986
B,53,1,2,2189.5222675886907
B,39,1,3,2519.995271349569
B,35,1,2,2625.041987443067
B,34,0,4,3613.534481579957
B,49,0,1,3185.848760114735
B,37,1,3,3427.1367984503468
B,68,0,4,3451.6986943161796
B,40,1,3,3164.591091682176
B,45,1,8,3107.092960146259
B,63,0,2,3550.9151332430206
B,43,0,6,2340.9126396315264
B,24,1,7,2770.800478021274
B,58,1,5,3608.738786470738
B,37,1,3,1772.8116352141692
B,58,0,9,2509.081456574124
B,64,0,8,3319.504534987466
B,28,1,6,2826.845234511587
B,24,1,3,3164.1467021209846
B,55,1,0,2102.802107574787
B,44,0,10,2610.234133295679
B,26,1,4,3243.1985264167974
B,21,1,2,2342.017623759721
B,66,1,4,3083.137521922084
B,55,0,8,2861.0648559027477
B,46,1,1,2444.2385639558674
B,66,1,3,3190.6956765916416
B,43,0,5,3414.664090711938
B,42,0,3,3009.2484333200746
B,31,0,3,2985.7561109650674
B,54,0,4,2150.9050192225145
B,67,1,2,4285.89600784774
B,45,0,3,4268.519319753258
B,25,0,7,3768.7623365488844
B,59,1,5,3085.94030892874
B,28,0,5,2876.017364267047
B,52,0,5,2539.237516094402
B,48,1,8,3538.814303031564
B,51,1,8,3639.8458169860837
B,63,1,4,2759.384178515131
B,53,1,11,3137.0692150121095
B,34,0,3,3613.670365423315
B,66,1,7,2689.9795399861036
B,38,1,7,3127.5340646821446
B,43,1,5,3394.086250157923
B,58,0,3,3646.3137519417405
B,45,1,9,3278.6116883892787
B,39,0,6,2221.3550530421053
B,58,0,5,2386.023437197655
B,20,1,5,2683.460130924263
B,45,0,8,2501.046183756573
B,53,1,3,2798.2180956828847
B,19,0,6,2858.67464270299
B,63,1,5,2627.946871249807
B,37,1,5,2986.485888322889
B,57,1,6,2622.080487176888
B,67,0,7,2754.2019163051905
B,53,1,5,3806.060114560271
B,25,0,4,3300.9495685669367
B,56,0,4,3012.017492036102
B,42,1,5,2223.047898750045
B,32,0,0,2610.06330652278
B,47,0,7,3052.443232529571
B,64,1,5,3513.3340496634087
B,51,0,3,3127.6685650757795
B,21,0,0,3011.9692656750813
B,39,1,12,3694.543792976594
B,42,1,6,2496.053929465916
B,26,1,1,3656.097412946689
B,40,1,5,2738.37863904238
B,56,0,3,3423.9421093222054
B,67,0,4,3536.7284064208725
B,29,1,5,2396.3624507395198
B,31,0,4,2849.6427410140327
B,24,1,4,3133.524190252118
B,48,1,7,2919.239824184181
B,23,0,6,2584.489516516856
B,40,1,7,2905.4554716321654
B,36,0,5,1902.559240081199
B,38,0,4,3202.8465965938826
B,36,0,5,2618.1172198882323
B,64,1,3,1948.0799585832137
B,36,0,7,3272.447321147417
B,61,0,6,2983.2395490315953
B,51,0,3,2176.3120797460747
B,60,1,5,3460.545100593563
B,30,0,7,3160.02828103984
B,53,1,5,2851.517472689056
B,42,0,7,2885.367248365205
B,50,0,5,3037.3569266385443
B,38,0,4,3244.3688948647023
B,51,1,2,2546.2944604682875
B,63,1,4,3334.522919602605
B,42,1,6,3222.874894189829
B,35,0,5,3022.3916453106212
B,60,0,6,3502.3442684937054
B,28,0,5,2953.7444054453463
B,36,1,4,3525.448064150099
B,66,1,2,2978.246828464881
B,66,1,4,3225.428398386539
B,51,0,5,2920.8321953700047
B,19,1,7,1913.1654582344477
B,47,0,5,3024.056364465366
B,62,0,4,2429.293157935381
B,55,0,6,2801.944741853883
B,32,0,6,2781.843996084321
B,28,0,3,2621.0825267045875
B,41,1,4,3095.0617164474124
B,21,1,6,3201.805982917673
B,36,0,3,2358.54618882386
B,46,1,6,3247.8807359468096
B,31,0,4,2547.413844436236
B,67,0,5,2296.3190080676954
B,34,1,6,2069.7283788680957
B,25,0,1,2237.9112889367007
B,30,1,5,2881.7965927625382
B,40,0,6,3042.1982194307047
B,46,1,7,3083.457733719868
B,64,0,3,3808.49774587851
B,28,0,5,3438.9828766322526
B,33,1,2,3442.8323423179463
B,67,0,2,3731.4617113223712
B,61,0,7,3138.981476250954
B,40,1,0,3076.466791879249
B,29,1,3,3530.8378186926034
B,55,1,9,2826.931179245136
B,41,0,7,3139.41909217259
B,48,0,4,3534.1761108116552
B,55,1,6,2666.8276287244166
B,53,0,5,3050.674251303897
B,18,1,5,2279.4484768587113
B,43,1,6,2729.3437552427995
B,34,0,5,2678.686646302535
B,53,0,9,2954.7243002540513
B,34,0,6,3520.0234079796464
B,54,1,9,2513.781797054988
B,44,0,3,3425.8675961027593
B,42,0,8,1797.8593974527644
B,47,1,4,3201.466410830535
B,58,0,5,3140.1434091706537
B,42,1,5,3177.9720210500277
B,55,0,10,3284.186170746761
B,49,1,2,2739.3950638917872
B,29,0,12,3776.77913436664
B,66,0,4,2689.124459737188
B,38,1,5,2482.8323878968004
B,59,0,8,4035.8613491709066
B,51,0,3,2793.7001067300744
B,18,0,7,3641.13166617013
B,30,1,6,3182.306131345628
B,38,0,5,3280.3481041507716
B,18,1,3,1869.6402204008666
B,30,0,9,3088.285811491312
B,48,1,2,2944.5287673682346
B,40,1,5,3482.2229555333397
B,20,0,8,2359.8525140139086
B,28,1,11,3421.5705008166133
B,46,1,4,2296.2513967902933
B,65,1,5,2558.796708643678
B,35,0,5,2069.2880003287873
B,42,1,4,2301.0713545652948
B,51,1,2,3068.2176575449084
B,35,0,5,3695.56301172672
B,66,1,8,3133.394251818911
B,18,0,5,2231.8363555686706
B,45,1,9,2007.2668091228506
B,21,0,2,3435.4707629384698
B,69,0,11,2583.671278719079
B,38,1,4,2722.975400965281
B,23,1,9,3501.856750506045
B,38,1,1,2774.710739799832
B,54,0,4,2677.675464851803
B,47,0,4,2850.7800023372934
B,37,0,4,3836.9301614829337
B,58,0,7,3064.5585954508215
B,49,1,3,1825.7820303502951
B,48,0,6,2530.1304142814733
B,53,0,2,2606.5170568881053
B,42,1,10,3143.1032986510404
B,22,0,5,2411.7686897022845
B,25,1,2,3182.5947453332424
B,34,1,8,2805.3291392679607
B,32,1,7,3372.7622030781276
B,37,1,5,2391.6164321162546
B,62,0,6,2996.8558321178602
B,64,1,5,3623.79286380391
B,46,1,2,3304.3718961494783
B,53,0,6,3296.3143913203157
B,67,0,7,2676.367758375105
B,68,0,3,3203.0121574229806
B,45,0,8,2785.4443048050043
B,25,1,3,3195.80200919077
B,31,0,7,3412.6377935336445
B,50,0,2,2509.8075705723377
B,51,1,4,3797.205392657182
B,69,1,2,3419.682730911965
B,46,1,5,2339.8633286532686
B,39,0,7,2949.480486866693
B,20,0,4,2792.6828174127027
B,65,1,7,3396.9704842334154
B,40,0,6,2671.588927082047
B,20,0,9,2619.954454166277
B,23,0,9,3463.009325597572
B,57,1,5,3337.3509080946237
B,40,0,5,1939.125908404931
B,29,0,3,3309.8787776055533
B,22,1,1,2106.4861322632687
B,22,0,5,2436.686622076775
B,20,1,10,2952.84797351245
B,21,1,6,2527.2354664071545
B,41,0,7,2579.836385402563
B,22,0,3,2258.087490367764
B,48,0,6,3381.262325931377
B,52,0,6,2010.0376845111487
B,59,0,4,2783.3062434661224
B,36,0,5,3420.5425141850737
B,25,1,6,2900.4703069735783
B,45,0,4,2326.612394800193
B,55,0,6,2127.610616782468
B,40,1,2,2401.74112610012
B,24,0,5,1802.8476086024841
B,55,1,4,2990.239812004837
B,30,0,6,2543.5077832461548
B,62,1,3,2930.6231322837302
B,38,0,8,3108.0609145894396
B,54,0,3,3328.724929082846
B,23,0,5,2995.0243745755797
B,27,1,5,2611.766829693716
B,44,1,3,2397.5684126204574
B,69,1,5,2780.3817893295336
B,43,1,9,3027.139904236238
B,59,1,5,3628.848438262208
B,45,0,4,2165.7401176885346
B,33,1,12,2327.081021633457
B,67,0,2,3141.315292554327
B,45,1,3,1763.9731066870343
B,20,0,4,3131.335146415474
B,18,1,5,3229.1894603647143
B,20,0,6,4354.562441027543
B,47,0,4,2868.3443545528235
B,36,1,5,3505.5007517076747
B,50,0,0,3121.411124643552
B,25,1,3,3912.855794703416
B,36,0,4,2742.4762539537087
B,53,0,5,3310.2856775072673
B,65,1,3,3306.7592869678106
B,54,0,6,3251.5284088775793
B,22,0,5,2448.4846414047993
B,51,1,4,2226.9600591618373
B,55,1,6,3474.544032656589
B,44,1,0,2881.403223370843
B,56,1,5,3173.9138725662206
B,64,0,3,3158.0676227051713
B,59,1,5,3456.5597586004083
B,59,1,8,2888.872393710684
B,68,1,3,3037.094171756975
B,41,0,2,2719.6361451465855
B,65,1,3,3161.9516236717627
B,48,0,6,1994.98628350701
B,39,1,7,2886.625304053489
B,40,0,8,3162.8061034521925
B,58,0,3,2721.7508405434646
B,41,0,4,3090.294107911272
B,57,1,6,3184.1143388366013
B,49,1,5,2663.579031216798
B,68,1,6,3587.6365874618646
B,50,0,6,2920.271150829798
B,45,1,2,2249.8036152177606
B,34,0,3,2792.4843544906366
B,43,1,8,3461.870211087037
B,35,1,2,2826.4431453805314
B,32,1,3,2477.4547470773846
B,55,1,8,2462.4098054649153
B,39,1,5,2829.052866317088
B,66,0,4,2401.457699781838
B,35,0,4,3564.954297816557
B,38,1,3,3237.7490762460684
B,36,0,5,3653.4193188839176
B,19,1,3,2154.352528346522
B,47,1,1,3143.4295068490787
B,42,1,5,3279.912153038884
B,43,1,4,2400.249621740958
B,56,0,5,3024.717599553156
B,34,0,5,2216.4409919975014
B,64,0,1,3547.0581007286332
B,33,0,2,2775.4800514750063
B,44,0,5,3091.695332335439
B,66,1,3,2448.3648832692807
B,20,1,6,3934.047830379886
B,59,0,5,2752.963588350397
B,55,0,6,3423.945106587116
B,46,1,7,3291.9967474696455
B,19,1,9,2667.9944674988324
B,60,1,4,1972.3852316710718
B,57,0,6,2650.093783915949
B,31,1,9,3587.8944312918006
B,29,0,7,1825.4694228772112
B,69,1,1,3583.4754319450863
B,41,1,2,3354.5327814425727
B,45,0,5,3031.646610708908
B,56,1,4,2918.6175747782563
B,35,1,7,3093.675860696083
B,42,1,5,2331.089601869512
B,54,0,5,3037.6037805877068
B,23,0,7,3196.383894394517
B,62,1,3,3711.519510644414
B,47,0,6,2686.337054639804
B,48,1,6,3016.6857219161548
B,51,0,11,2964.04028890809
B,36,0,5,2491.3724485761422
B,45,0,9,3716.3151620090625
B,25,1,9,2509.353731410116
B,28,0,10,2170.871916133721
B,33,0,7,3197.4488580600146
B,43,0,7,2377.4797709372056
B,18,1,4,3268.5913069574185
B,48,1,4,3172.10019605792
B,44,1,3,3040.3481039033477
B,65,1,4,2726.2980883315045
B,61,0,5,1981.5714707691457
B,66,1,7,3219.270006828018
B,26,1,5,3234.600012378434
B,43,1,3,3792.930949983899
B,23,1,4,3598.163059858406
B,24,1,7,2058.259203013196
B,30,1,7,3211.4884983909906
B,66,0,6,2449.7251454058082
B,27,1,2,3204.9904261861157
B,60,0,7,3864.1656555781774
B,63,0,6,3591.8552342579774
B,66,1,4,2789.80847790741
B,48,0,4,3295.1251279754206
B,65,0,5,3662.20068159843
B,54,0,6,3107.844957491674
B,35,0,4,1963.5663523204819
B,28,1,7,2988.3312153347106
B,27,0,7,3362.1248433021433
B,45,1,3,2722.885186074935
B,38,1,6,2327.5533064372316
B,42,0,4,2967.0075077773413
B,23,0,7,3532.017680466051
B,59,0,3,2972.9800318165207
B,28,0,2,3228.2741637765953
B,50,1,4,2615.8485322327633
B,22,0,8,3260.928583487406
B,51,0,6,1841.2419562623668
B,49,1,4,2783.1539851750736
B,60,1,6,2814.154551095893
B,63,1,3,3124.273392733423
B,41,1,4,2187.264550418514
B,30,0,5,2935.2854914579198
B,60,0,4,3717.023809872052
B,23,1,4,3159.4720164130717
B,51,0,12,3118.7171803803244
B,68,1,5,4407.331475411444
B,42,0,4,2416.995778390192
B,58,1,3,3035.538473377226
B,40,1,10,3520.1368161171713
B,67,1,4,2895.4034592597304
B,63,0,6,3202.6295743640917
B,30,0,6,3020.575607634289
B,45,0,1,2338.961390157177
B,61,0,5,2844.4335528349875
B,61,0,5,2840.4661967978154
B,30,1,8,2531.6790974636588
B,24,1,5,2117.833527716287
B,65,1,7,2654.170084838903
B,34,1,3,2310.916911602373
B,26,1,4,3228.648670109228
B,31,1,5,3033.6678033753715
B,47,1,5,2209.9922138149063
B,58,1,8,2761.32683449747
B,55,0,8,2199.8348658144578
B,47,0,3,2820.2654219790243
B,50,0,3,2472.1848989669347
B,42,0,6,2964.309766305737
B,48,0,6,2076.78178037843
B,40,1,4,3463.1872529857937
B,69,1,2,3508.7794105570288
B,44,1,8,2780.9949624253904
B,50,1,6,2402.7533527012174
B,68,0,3,1895.2418764481108
B,64,0,3,3435.0212756261994
B,66,0,6,3611.7144457293507
B,37,0,2,3009.3923508237563
B,45,1,11,2343.4096644587094
B,25,1,5,2260.5492838232335
B,39,1,7,3363.010380742877
B,52,1,7,2869.6525164865834
B,48,1,4,2309.8828652449283
B,61,1,2,4005.7335373098995
B,41,0,5,3362.3986334210813
B,32,1,3,3124.157648091198
B,67,0,3,2551.574587180353
B,62,1,7,3494.4882112223695
B,48,0,9,3379.4487971997905
B,22,0,2,2922.369997891117
B,39,0,4,3306.6232520238286
B,34,0,5,3555.200766111773
B,45,1,3,2835.992883443137
B,20,0,7,2457.0546654566897
B,36,1,8,2346.0502228204555
B,55,1,4,2109.370458445047
B,44,0,2,3615.086469053641
B,34,0,9,2250.4620217156403
B,49,1,2,2905.9426193672048
B,54,1,5,2294.235769620154
B,38,1,2,3952.2734186668317
B,54,0,9,2258.5086861092454
B,68,1,3,3124.518759431697
B,28,0,4,2234.079063957553
B,18,0,5,3203.65333090337
B,47,0,4,3197.948293588402
B,43,0,9,3148.221510590551
B,62,0,4,3096.9154486509656
B,66,0,7,3228.5722977412142
B,60,1,4,2522.3471228894205
B,67,1,1,3272.1907347306933
B,53,1,4,3157.9350859721862
B,43,0,5,2242.907526837682
B,59,1,4,3778.41779432494
B,44,0,6,2895.4204698200824
B,43,1,5,2738.3547295344238
B,60,1,4,3013.1819274795625
B,35,1,9,2591.9762103324406
B,50,1,2,2825.6332700705334
B,53,0,5,3057.1012386149782
B,54,1,7,3246.0958450387375
B,51,0,4,3151.275225218487
B,43,0,6,2654.9004549159176
B,39,0,9,2339.381691809725
B,41,0,8,3295.7641433801814
B,29,1,1,3491.4072729780246
B,28,1,4,2593.185060052272
B,38,0,7,2916.6047811171734
B,33,1,8,3086.5647715465334
B,53,1,5,2918.3077706547347
B,24,0,8,3552.3011796917262
B,45,0,4,2235.9569779564513
B,41,1,8,2373.8374271695775
B,30,1,3,3513.8404931529426
B,31,1,3,3469.283112467322
B,60,1,2,2938.2418451390013
B,48,0,6,2563.481805694929
B,25,1,4,3058.573340214549
B,18,1,14,3087.0581034257093
B,57,0,4,3264.8544911306726
B,68,1,7,2943.28637032216
B,34,0,8,3172.0141127361685
B,58,0,4,3155.152204600145
B,30,1,7,3181.730177375178
B,64,1,4,2931.6608798145235
B,44,0,3,3018.1753042367695
B,30,1,2,3301.730234601311
B,57,1,5,3326.506049513193
B,44,1,8,2773.068225161663
B,49,1,3,2783.19841099929
B,29,0,2,2991.648832108615
B,60,0,9,3242.5727020909853
B,69,1,2,3082.5645337343085
B,30,1,4,3250.6446594857457
B,33,0,7,2386.4543669959126
B,51,1,6,2739.4511917121745
B,23,1,5,3650.9861740380184
B,65,1,4,3463.0842205330587
B,35,0,5,2727.3155769783534
B,34,1,5,2589.7103344522434
B,64,0,8,2149.800209160711
B,56,0,3,3665.7316379299727
B,31,1,3,2312.7041550248628
B,24,0,2,1608.8684233608
B,23,0,3,2122.9560844344946
B,29,1,9,3050.5378290521085
B,51,0,6,2391.544370535661
B,18,0,2,3017.818132375048
B,67,1,5,3211.589018631588
B,46,0,5,2482.271324907629
B,45,1,6,2626.357659054415
B,22,0,6,3150.391319119386
B,38,1,7,3156.7797764280563
B,56,1,2,1538.6466097124044
B,64,0,1,2278.042686735983
B,55,0,2,2073.543779504095
B,51,1,4,2886.328045308693
B,38,1,7,2952.241493443624
B,41,1,6,2746.651094181155
B,66,1,6,2603.8722706064273
B,30,0,8,3558.9177294214023
B,62,0,5,2923.9623638779412
B,63,0,7,2601.027376341431
B,40,0,7,2504.217549787797
B,49,1,5,2534.6685612801803
B,25,0,5,2550.6948466814256
B,64,1,7,2772.0488104690817
B,28,0,10,3093.803791489112
B,30,0,6,2710.4922139586197
B,37,0,1,2176.7561682299215
B,18,1,5,2881.989362698401
B,19,0,6,3296.233086197441
B,28,0,5,3478.7957157237565
B,63,0,2,3043.642453342381
B,47,0,5,2511.472186610885
B,22,1,6,2975.9645559737182
B,24,1,7,2974.111482764642
B,41,0,3,2413.33264866163
B,48,1,5,3124.0037574807848
